Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance,Increment,FutureSalary,P_leave,P_stay,LikelyToStay,ExpectedLoss,LeaveRiskBin
40,1,2,676,1,9,4,1,1,1534,4,1,86,3,1,2,1,2,2018,21831,3,0,0,14,3,2,80,0,15,3,1,5,4,1,0,3,1.08,2179.44,0.358047447908478,0.641952552091522,True,780.3429298696533,Low
34,0,2,971,2,1,3,5,1,1535,4,1,64,2,3,7,3,1,7083,12288,1,0,1,14,3,4,80,0,10,3,3,10,9,8,6,3,1.08,7649.64,0.1105598725908433,0.8894401274091567,True,845.7432237658186,Very Low
31,1,1,561,1,3,3,1,1,1537,4,0,33,3,1,6,3,2,4084,4156,1,0,0,12,3,1,80,0,7,2,1,7,2,7,7,3,1.08,4410.72,0.39354129074371097,0.606458709256289,True,1735.800441909101,Low
50,0,1,333,1,22,5,3,1,1539,3,1,88,1,4,5,4,2,14411,24450,1,0,1,13,3,4,80,0,32,2,3,32,6,13,9,3,1.08,15563.880000000001,0.1106082193769981,0.889391780623002,True,1721.4930533972731,Very Low
34,0,2,1440,2,7,2,5,1,1541,2,1,55,3,1,8,3,1,2308,4944,0,0,1,25,4,2,80,1,12,4,3,11,10,5,7,4,1.1,2538.8,0.2466506675762047,0.7533493324237953,True,626.1967148424686,Low
42,0,2,1210,1,2,3,3,1,1542,3,1,68,2,1,2,2,1,4841,24052,4,0,0,14,3,2,80,1,4,3,3,1,0,0,0,3,1.08,5228.280000000001,0.055734004322541074,0.944265995677459,True,291.3929801194551,Very Low
37,0,2,674,1,13,3,3,1,1543,1,1,47,3,2,6,4,1,4285,3031,1,0,0,17,3,1,80,0,10,2,3,10,8,3,7,3,1.08,4627.8,0.009773487865108142,0.9902265121348919,True,45.22974714214746,Very Low
29,0,2,441,1,8,1,4,1,1544,3,0,39,1,2,0,1,1,9715,7288,3,0,0,13,3,3,80,1,9,3,3,7,7,0,7,3,1.08,10492.2,0.034810248375740316,0.9651897516242597,True,365.23608800794256,Very Low
33,0,2,575,1,25,3,1,1,1545,4,1,44,2,2,4,2,2,4320,24152,1,0,0,13,3,4,80,0,5,2,3,5,3,0,2,3,1.08,4665.6,0.07158327754804841,0.9284167224519516,True,333.9789397281747,Very Low
45,0,2,950,1,28,3,5,1,1546,4,1,97,3,1,6,4,1,2132,4585,4,0,0,20,4,4,80,1,8,3,3,5,4,0,3,4,1.1,2345.2000000000003,0.0868764697103466,0.9131235302896534,True,203.74269676470487,Very Low
42,0,1,288,1,2,3,1,1,1547,4,1,40,3,3,0,4,1,10124,18611,2,0,1,14,3,3,80,1,24,3,1,20,8,13,9,3,1.08,10933.92,0.22269347923771424,0.7773065207622858,True,2434.9126865068283,Low
40,0,2,1342,2,9,2,3,1,1548,1,1,47,3,2,7,1,1,5473,19345,0,0,0,12,3,4,80,0,9,5,4,8,4,7,1,3,1.08,5910.84,0.10195002635999176,0.8980499736400083,True,602.6102938096936,Very Low
33,0,2,589,1,28,4,1,1,1549,2,1,79,3,2,2,3,1,5207,22949,1,0,1,12,3,2,80,1,15,3,3,15,14,5,7,3,1.08,5623.56,0.11048093572320201,0.8895190642767979,True,621.29617089557,Very Low
40,0,2,898,0,6,2,3,1,1550,3,1,38,3,4,3,4,2,16437,17381,1,0,1,21,4,4,80,0,21,2,3,21,7,7,7,4,1.1,18080.7,0.061362195967387304,0.9386378040326127,True,1109.4714566275397,Very Low
24,0,2,350,1,21,2,5,1,1551,3,1,57,2,1,2,1,0,2296,10036,0,0,0,14,3,2,80,3,2,3,3,1,1,0,0,3,1.08,2479.6800000000003,0.11040853251377714,0.8895914674862229,True,273.7778299037629,Very Low
40,0,0,1142,1,8,2,1,1,1552,4,1,72,3,2,0,4,0,4069,8841,3,0,1,18,3,3,80,0,8,2,3,2,2,2,2,3,1.08,4394.52,0.06140062181800925,0.9385993781819908,True,269.826260591678,Very Low
45,0,2,538,1,1,4,5,1,1553,1,1,66,3,3,0,2,0,7441,20933,1,0,0,12,3,1,80,3,10,4,3,10,8,7,7,3,1.08,8036.280000000001,0.08041963239693538,0.9195803676030646,True,646.2746834388439,Very Low
35,0,2,1402,2,28,4,1,1,1554,2,0,98,2,1,8,3,1,2430,26204,0,0,0,23,4,1,80,2,6,5,3,5,3,4,2,4,1.1,2673.0,0.1105317000328531,0.8894682999671469,True,295.45123418781634,Very Low
32,0,2,824,1,5,2,1,1,1555,4,0,67,2,2,6,2,1,5878,15624,3,0,0,12,3,1,80,1,12,2,3,7,1,2,5,3,1.08,6348.240000000001,0.013753757099375648,0.9862462429006243,True,87.31215096854048,Very Low
36,0,2,1157,2,2,4,1,1,1556,3,1,70,3,1,8,4,2,2644,17001,3,0,1,21,4,4,80,0,7,3,2,3,2,1,2,4,1.1,2908.4,0.22697012356901636,0.7730298764309836,True,660.1199073881272,Low
48,0,2,492,2,16,4,1,1,1557,3,0,96,3,2,7,3,0,6439,13693,8,0,0,14,3,3,80,1,18,2,3,8,7,7,7,3,1.08,6954.120000000001,0.05998013523937883,0.9400198647606212,True,417.1090580708692,Very Low
29,0,2,598,1,9,3,1,1,1558,3,1,91,4,1,6,3,1,2451,22376,6,0,0,18,3,1,80,2,5,2,2,1,0,0,0,3,1.08,2647.0800000000004,0.09566314249640398,0.904336857503596,True,253.22799123938108,Very Low
33,0,2,1242,2,8,4,1,1,1560,1,1,46,3,2,7,1,1,6392,10589,2,0,0,13,3,4,80,1,8,6,1,2,2,2,2,3,1.08,6903.360000000001,0.1989662708009713,0.8010337291990287,True,1373.5357951965932,Very Low
30,1,2,740,2,1,3,1,1,1562,2,1,64,2,2,7,1,1,9714,5323,1,0,0,11,3,4,80,1,10,4,3,10,8,6,7,3,1.08,10491.12,0.13505328888882207,0.8649467111111779,True,1416.860260127299,Very Low
38,0,1,888,0,10,4,0,1,1563,3,1,71,3,2,1,3,1,6077,14814,3,0,0,11,3,3,80,0,10,2,3,6,3,1,2,3,1.08,6563.160000000001,0.04082842870177767,0.9591715712982223,True,267.9635101183592,Very Low
35,0,2,992,1,1,3,3,1,1564,4,1,68,2,1,2,1,2,2450,21731,1,0,0,19,3,2,80,0,3,3,3,3,0,1,2,3,1.08,2646.0,0.11046654424759335,0.8895334557524066,True,292.294476079132,Very Low
30,0,2,1288,2,29,4,5,1,1568,3,1,33,3,3,7,2,1,9250,17799,3,0,0,12,3,2,80,1,9,3,3,4,2,1,3,3,1.08,9990.0,0.06009543351099987,0.9399045664890001,True,600.3533807748887,Very Low
35,1,2,104,1,2,3,1,1,1569,1,0,69,3,1,2,1,0,2074,26619,1,0,1,12,3,4,80,1,1,2,3,1,0,0,0,3,1.08,2239.92,0.8298424909316686,0.17015750906833138,False,1858.7807922876632,Very High
53,1,2,607,1,2,5,5,1,1572,3,0,78,2,3,4,4,1,10169,14618,0,0,0,16,3,2,80,1,34,4,3,33,7,1,9,3,1.08,10982.52,0.2984147366571925,0.7015852633428075,True,3277.3458136323497,Low
38,1,2,903,1,2,3,3,1,1573,3,1,81,3,2,4,2,1,4855,7653,4,0,0,11,3,1,80,2,7,2,3,5,2,1,4,3,1.08,5243.400000000001,0.011008383341575367,0.9889916166584246,True,57.72135721321629,Very Low
32,0,0,1200,1,1,4,5,1,1574,4,1,62,3,2,6,1,1,4087,25174,4,0,0,14,3,2,80,1,9,3,2,6,5,1,2,3,1.08,4413.96,0.07176542002381288,0.9282345799761871,True,316.7696933683091,Very Low
48,0,2,1108,1,15,4,4,1,1576,3,0,65,3,1,6,1,1,2367,16530,8,0,0,12,3,4,80,1,10,3,2,8,2,7,6,3,1.08,2556.36,0.14393523186637266,0.8560647681336273,True,367.95026933392046,Very Low
34,0,2,479,1,7,4,3,1,1577,1,1,35,3,1,6,4,2,2972,22061,1,0,0,13,3,3,80,0,1,4,1,1,0,0,0,3,1.08,3209.76,0.11048306504368667,0.8895169349563133,True,354.62412285462375,Very Low
55,0,2,685,2,26,5,2,1,1578,3,1,60,2,5,3,4,1,19586,23037,1,0,0,21,4,3,80,1,36,3,3,36,6,2,13,4,1.1,21544.600000000002,0.1866859009778019,0.8133140990221981,True,4022.0730622063516,Very Low
34,0,2,1351,1,1,4,1,1,1580,2,1,45,3,2,6,4,1,5484,13008,9,0,0,17,3,2,80,1,9,3,2,2,2,2,1,3,1.08,5922.72,0.04668148784256017,0.9533185121574398,True,276.481381674888,Very Low
26,0,2,474,1,3,3,1,1,1581,1,0,89,3,1,6,4,1,2061,11133,1,0,0,21,4,1,80,0,1,5,3,1,0,0,0,4,1.1,2267.1000000000004,0.07075273639005608,0.9292472636099439,True,160.40352866989616,Very Low
38,0,2,1245,2,14,3,1,1,1582,3,1,80,3,2,7,2,1,9924,12355,0,0,0,11,3,4,80,1,10,3,3,9,8,7,7,3,1.08,10717.92,0.03503247057940289,0.9649675294205972,True,375.47521707239383,Very Low
38,0,2,437,2,16,3,1,1,1583,2,0,90,3,2,7,2,2,4198,16379,2,0,0,12,3,2,80,0,8,5,4,3,2,1,2,3,1.08,4533.84,0.1579598721312472,0.8420401278687528,True,716.1647866635338,Very Low
36,0,2,884,2,1,4,1,1,1585,2,0,73,3,2,7,3,2,6815,21447,6,0,0,13,3,1,80,0,15,5,3,1,0,0,0,3,1.08,7360.200000000001,0.086601464463677,0.913398535536323,True,637.4040987455555,Very Low
29,0,2,1370,1,3,1,3,1,1586,2,1,87,3,1,2,1,2,4723,16213,1,0,1,18,3,4,80,0,10,3,3,10,9,1,5,3,1.08,5100.84,0.08937216704064786,0.9106278329593521,True,455.87312452761824,Very Low
35,0,2,670,1,10,4,3,1,1587,1,0,51,3,2,0,3,2,6142,4223,3,0,1,16,3,3,80,0,10,4,3,5,2,0,4,3,1.08,6633.360000000001,0.11045172427711179,0.8895482757228882,True,732.6660497508224,Very Low
39,0,2,1462,2,6,3,3,1,1588,4,1,38,4,3,7,3,1,8237,4658,2,0,0,11,3,1,80,1,11,3,3,7,6,7,6,3,1.08,8895.960000000001,0.030150565835569805,0.9698494341644301,True,268.21822765059557,Very Low
29,0,1,995,1,2,1,1,1,1590,1,1,87,3,2,0,4,0,8853,24483,1,0,0,19,3,4,80,1,6,0,4,6,4,1,3,3,1.08,9561.24,0.03425171491096631,0.9657482850890337,True,327.48886667532753,Very Low
50,0,2,264,2,9,3,2,1,1591,3,1,59,3,5,3,3,1,19331,19519,4,0,1,16,3,3,80,1,27,2,3,1,0,0,0,3,1.08,20877.48,0.11041337072490452,0.8895866292750955,True,2305.1529390417795,Very Low
23,0,2,977,1,10,3,5,1,1592,4,1,45,4,1,6,3,1,2073,12826,2,0,0,16,3,4,80,1,4,2,3,2,2,2,2,3,1.08,2238.84,0.03883344614715796,0.961166553852842,True,86.94187257210314,Very Low
36,0,1,1302,1,6,4,1,1,1594,1,1,80,4,2,2,1,1,5562,19711,3,0,1,13,3,4,80,1,9,3,3,3,2,0,2,3,1.08,6006.96,0.29121008124803077,0.7087899187519693,True,1749.287309653671,Low
42,0,2,1059,1,9,2,4,1,1595,4,1,93,2,5,3,4,2,19613,26362,8,0,0,22,4,4,80,0,24,2,3,1,0,0,1,4,1.1,21574.300000000003,0.11050740012486722,0.8894925998751327,True,2384.1198025139233,Very Low
35,0,2,750,1,28,3,1,1,1596,2,1,46,4,2,2,3,1,3407,25348,1,0,0,17,3,4,80,2,10,3,2,10,9,6,8,3,1.08,3679.5600000000004,0.04342619882042208,0.9565738011795779,True,159.78930413167228,Very Low
34,0,1,653,1,10,4,5,1,1597,4,1,92,2,2,0,3,1,5063,15332,1,0,0,14,3,2,80,1,8,3,2,8,2,7,7,3,1.08,5468.04,0.11744310751631874,0.8825568924836813,True,642.1836096235315,Very Low
40,0,2,118,2,14,2,1,1,1598,4,0,84,3,2,7,1,1,4639,11262,1,0,0,15,3,3,80,1,5,2,3,5,4,1,2,3,1.08,5010.12,0.04859282465311308,0.9514071753468869,True,243.45588265105488,Very Low
43,0,2,990,1,27,3,5,1,1599,4,1,87,4,1,2,2,0,4876,5855,5,0,0,12,3,3,80,1,8,0,3,6,4,0,2,3,1.08,5266.08,0.10510366993673367,0.8948963300632663,True,553.4843341804344,Very Low
35,0,2,1349,1,7,2,1,1,1601,3,1,63,2,1,2,4,1,2690,7713,1,0,0,18,3,4,80,1,1,5,2,1,0,0,1,3,1.08,2905.2000000000003,0.06168819798967718,0.9383118020103228,True,179.21655279961016,Very Low
46,0,2,563,2,1,4,1,1,1602,4,1,56,4,4,3,1,2,17567,3156,1,0,0,15,3,2,80,0,27,5,1,26,0,0,12,3,1.08,18972.36,0.11058111165937834,0.8894188883406217,True,2097.9846596019233,Very Low
28,1,2,329,1,24,3,3,1,1604,3,1,51,3,1,2,2,1,2408,7324,1,0,1,17,3,3,80,3,1,3,3,1,1,0,0,3,1.08,2600.6400000000003,0.7426496098323057,0.25735039016769434,False,1931.3642813142876,High
22,0,0,457,1,26,2,4,1,1605,2,0,85,2,1,6,3,1,2814,10293,1,0,1,14,3,2,80,0,4,2,2,4,2,1,3,3,1.08,3039.1200000000003,0.6368894881048467,0.3631105118951533,False,1935.583581089202,High
50,0,1,1234,1,20,5,3,1,1606,2,1,41,3,4,0,3,1,11245,20689,2,0,1,15,3,3,80,1,32,3,3,30,8,12,13,3,1.08,12144.6,0.09227910011572962,0.9077208998842704,True,1120.69275926549,Very Low
32,0,2,634,1,5,4,4,1,1607,2,0,35,4,1,6,4,1,3312,18783,3,0,0,17,3,4,80,2,6,3,3,3,2,0,2,3,1.08,3576.96,0.020552458196543128,0.9794475418034568,True,73.51532087070692,Very Low
44,0,2,1313,1,7,3,3,1,1608,2,0,31,3,5,5,4,0,19049,3549,0,0,1,14,3,4,80,1,23,4,2,22,7,1,10,3,1.08,20572.920000000002,0.06025759879505802,0.939742401204942,True,1239.6747594028252,Very Low
30,0,2,241,1,7,3,3,1,1609,2,1,48,2,1,6,2,1,2141,5348,1,0,0,12,3,2,80,1,6,3,2,6,4,1,1,3,1.08,2312.28,0.05619638956525463,0.9438036104347454,True,129.94178766394697,Very Low
45,0,2,1015,1,5,5,3,1,1611,3,0,50,1,2,2,1,2,5769,23447,1,0,1,14,3,1,80,0,10,3,3,10,7,1,4,3,1.08,6230.52,0.18218592030805983,0.8178140796919402,True,1135.113020197773,Very Low
45,0,0,336,2,26,3,2,1,1612,1,1,52,2,2,7,1,1,4385,24162,1,0,0,15,3,1,80,1,10,2,3,10,7,4,5,3,1.08,4735.8,0.11056572384557903,0.8894342761544209,True,523.6171549878932,Very Low
31,0,1,715,2,2,4,4,1,1613,4,1,54,3,2,7,1,2,5332,21602,7,0,0,13,3,4,80,0,10,3,3,5,2,0,3,3,1.08,5758.56,0.16238117559095988,0.8376188244090401,True,935.081742511078,Very Low
36,0,2,559,1,12,4,1,1,1614,3,0,76,3,2,4,3,1,4663,12421,9,0,1,12,3,2,80,2,7,2,3,3,2,1,1,3,1.08,5036.04,0.16211781944670653,0.8378821805532934,True,816.431823446392,Very Low
34,0,1,426,1,10,4,1,1,1615,3,1,42,4,2,4,4,0,4724,17000,1,0,0,13,3,1,80,1,9,3,3,9,7,7,2,3,1.08,5101.92,0.025394222385496112,0.9746057776145038,True,129.55929107301031,Very Low
49,0,2,722,1,25,4,1,1,1617,3,0,84,3,1,2,1,1,3211,22102,1,0,0,14,3,4,80,1,10,3,2,9,6,1,4,3,1.08,3467.88,0.07566853608686502,0.924331463913135,True,262.40940292491746,Very Low
39,0,2,1387,1,10,5,3,1,1618,2,1,76,3,2,4,1,1,5377,3835,2,0,0,13,3,4,80,3,10,3,3,7,7,7,7,3,1.08,5807.160000000001,0.07925075385671912,0.9207492461432809,True,460.2218077665851,Very Low
27,0,2,1302,1,19,3,4,1,1619,4,1,67,2,1,2,1,0,4066,16290,1,0,0,11,3,1,80,2,7,3,3,7,7,0,7,3,1.08,4391.280000000001,0.04019991077627677,0.9598000892237233,True,176.52906419364868,Very Low
35,0,2,819,1,18,5,1,1,1621,2,1,48,4,2,6,1,1,5208,26312,1,0,0,11,3,4,80,0,16,2,3,16,15,1,10,3,1.08,5624.64,0.04560898286238277,0.9543910171376172,True,256.53410936707263,Very Low
28,0,2,580,1,27,3,3,1,1622,2,0,39,1,2,4,1,0,4877,20460,0,0,0,21,4,2,80,1,6,5,2,5,3,0,0,4,1.1,5364.700000000001,0.11047112794895968,0.8895288720510404,True,592.6444601077841,Very Low
21,0,2,546,1,5,1,3,1,1623,3,1,97,3,1,6,4,2,3117,26009,1,0,0,18,3,3,80,0,3,2,3,2,2,2,2,3,1.08,3366.36,0.06867222926314703,0.931327770736853,True,231.17544570228765,Very Low
18,1,1,544,2,3,2,3,1,1624,2,0,70,3,1,8,4,2,1569,18420,1,0,1,12,3,3,80,0,0,2,4,0,0,0,0,3,1.08,1694.5200000000002,0.9495114080047078,0.05048859199529221,False,1608.9660710921376,Very High
47,0,2,1176,0,26,4,1,1,1625,4,0,98,3,5,3,3,1,19658,5220,3,0,0,11,3,3,80,1,27,2,3,5,2,1,0,3,1.08,21230.640000000003,0.08306978207952964,0.9169302179204704,True,1763.6246382089455,Very Low
39,0,2,170,1,3,2,3,1,1627,3,1,76,2,2,2,3,0,3069,10302,0,0,0,15,3,4,80,1,11,3,3,10,8,0,7,3,1.08,3314.5200000000004,0.0056009761623717295,0.9943990238376282,True,18.564547509704347,Very Low
40,0,2,884,1,15,3,1,1,1628,1,0,80,2,3,4,3,1,10435,25800,1,0,0,13,3,4,80,2,18,2,3,18,15,14,12,3,1.08,11269.800000000001,0.09407731176690802,0.905922688233092,True,1060.2324881507002,Very Low
35,0,0,208,1,8,4,1,1,1630,3,0,52,3,2,0,3,1,4148,12250,1,0,0,12,3,4,80,1,15,5,3,14,11,2,9,3,1.08,4479.84,0.020110485805237468,0.9798895141947626,True,90.09175872973502,Very Low
37,0,2,671,1,19,3,1,1,1631,3,1,85,3,2,4,3,1,5768,26493,3,0,0,17,3,1,80,3,9,2,2,4,3,0,2,3,1.08,6229.4400000000005,0.04075481323702799,0.959245186762972,True,253.87966377127165,Very Low
39,0,1,711,1,4,3,3,1,1633,1,0,81,3,2,4,3,2,5042,3140,0,0,0,13,3,4,80,0,10,2,1,9,2,3,8,3,1.08,5445.360000000001,0.09146981382941471,0.9085301861705852,True,498.08606543414174,Very Low
45,0,2,1329,1,2,2,4,1,1635,4,0,59,2,2,4,4,0,5770,5388,1,0,0,19,3,1,80,2,10,3,3,10,7,3,9,3,1.08,6231.6,0.01593305529924199,0.9840669447007581,True,99.2884274027564,Very Low
38,0,2,397,1,2,2,3,1,1638,4,0,54,2,3,4,3,1,7756,14199,3,0,1,19,3,4,80,1,10,6,4,5,4,0,2,3,1.08,8376.480000000001,0.01867085796003614,0.9813291420399639,True,156.39606828508354,Very Low
35,1,2,737,2,10,3,3,1,1639,4,1,55,2,3,7,1,1,10306,21530,9,0,0,17,3,3,80,0,15,3,3,13,12,6,0,3,1.08,11130.480000000001,0.29341078048542585,0.7065892195145742,True,3265.802823977423,Low
37,0,2,1470,1,10,3,3,1,1640,2,0,71,3,1,6,2,1,3936,9953,1,0,0,11,3,1,80,1,8,2,1,8,4,7,7,3,1.08,4250.88,0.11059904456055199,0.889400955439448,True,470.1432665415592,Very Low
40,0,2,448,1,16,3,1,1,1641,3,0,84,3,3,4,4,2,7945,19948,6,0,1,15,3,4,80,0,18,2,2,4,2,3,3,3,1.08,8580.6,0.15545650189837296,0.8445434981016271,True,1333.9100601891791,Very Low
44,0,1,602,0,1,5,0,1,1642,1,1,37,3,2,1,4,1,5743,10503,4,0,1,11,3,3,80,0,14,3,3,10,7,0,2,3,1.08,6202.4400000000005,0.07748233012726842,0.9225176698727315,True,480.57950367457477,Very Low
48,0,1,365,1,4,5,3,1,1644,3,1,89,2,4,3,4,1,15202,5602,2,0,0,25,4,2,80,1,23,3,3,2,2,2,2,4,1.1,16722.2,0.024325391842132237,0.9756746081578678,True,406.7740674625037,Very Low
35,1,2,763,2,15,2,3,1,1645,1,1,59,1,2,7,4,0,5440,22098,6,0,1,14,3,4,80,2,7,2,2,2,2,2,2,3,1.08,5875.200000000001,0.609502500101881,0.390497499898119,False,3580.9490885985715,High
24,0,1,567,1,2,1,5,1,1646,1,0,32,3,1,6,4,2,3760,17218,1,0,1,13,3,3,80,0,6,2,3,6,3,1,3,3,1.08,4060.8,0.33064087637211753,0.6693591236278824,True,1342.6664707718949,Low
27,0,2,486,1,8,3,3,1,1647,2,0,86,4,1,6,3,1,3517,22490,7,0,0,17,3,1,80,0,5,0,3,3,2,0,2,3,1.08,3798.36,0.1105738392006632,0.8894261607993368,True,419.9992478662311,Very Low
27,0,1,591,1,2,3,3,1,1648,4,1,87,3,1,6,4,2,2580,6297,2,0,0,13,3,3,80,0,6,0,2,4,2,1,2,3,1.08,2786.4,0.06059851951550509,0.9394014804844949,True,168.85171477800338,Very Low
40,1,2,1329,1,7,3,1,1,1649,1,1,73,3,1,2,1,2,2166,3339,3,0,1,14,3,2,80,0,10,3,1,4,2,0,3,3,1.08,2339.28,0.8788486761903714,0.12115132380962856,False,2055.873131238612,Very High
29,0,2,469,2,10,3,3,1,1650,3,1,42,2,2,7,3,2,5869,23413,9,0,0,11,3,3,80,0,8,2,3,5,2,1,4,3,1.08,6338.52,0.1899683410641761,0.8100316589358239,True,1204.1181292021015,Very Low
36,0,2,711,1,5,4,1,1,1651,2,0,42,3,3,0,1,1,8008,22792,4,0,0,12,3,3,80,2,9,6,3,3,2,0,2,3,1.08,8648.640000000001,0.03510490215986369,0.9648950978401363,True,303.60966101588355,Very Low
25,0,1,772,1,2,1,1,1,1653,4,1,77,4,2,4,3,0,5206,4973,1,0,0,17,3,3,80,2,7,6,3,7,7,0,7,3,1.08,5622.4800000000005,0.012893772518304161,0.9871062274816959,True,72.49497810871479,Very Low
39,0,2,492,1,12,3,3,1,1654,4,1,66,3,2,4,2,1,5295,7693,4,0,0,21,4,3,80,0,7,3,3,5,4,1,0,4,1.1,5824.500000000001,0.02460223564851361,0.9753977643514864,True,143.29572153476755,Very Low
49,0,2,301,1,22,4,4,1,1655,1,0,72,3,4,5,2,1,16413,3498,3,0,0,16,3,2,80,2,27,2,3,4,2,1,2,3,1.08,17726.04,0.05120682823532913,0.9487931717646709,True,907.6942855725736,Very Low
50,0,2,813,1,17,5,1,1,1656,4,0,50,2,3,5,1,0,13269,21981,5,0,0,15,3,3,80,3,19,3,3,14,11,1,11,3,1.08,14330.52,0.05961359346655705,0.940386406533443,True,854.2937934443652,Very Low
20,0,2,1141,2,2,3,3,1,1657,3,0,31,3,1,8,3,2,2783,13251,1,0,0,19,3,1,80,0,2,3,3,2,2,2,2,3,1.08,3005.6400000000003,0.22460010378599454,0.7753998962140054,True,675.0670559433368,Low
34,0,2,1130,1,3,3,1,1,1658,4,0,66,3,2,6,2,0,5433,19332,1,0,0,12,3,3,80,1,11,2,3,11,8,7,9,3,1.08,5867.64,0.009830589749775754,0.9901694102502242,True,57.68236163937421,Very Low
36,0,2,311,1,7,3,1,1,1659,1,1,77,3,1,2,2,2,2013,10950,2,0,0,11,3,3,80,0,15,4,3,4,3,1,3,3,1.08,2174.04,0.08073754335299077,0.9192624566470092,True,175.52664875113607,Very Low
49,0,2,465,1,6,1,1,1,1661,3,0,41,2,4,0,3,1,13966,11652,2,0,1,19,3,2,80,1,30,3,3,15,11,2,12,3,1.08,15083.28,0.05937037977067367,0.9406296202293263,True,895.5000617874068,Very Low
36,0,0,894,1,1,4,3,1,1662,4,0,33,2,2,4,3,1,4374,15411,0,0,0,15,3,3,80,0,4,6,3,3,2,1,2,3,1.08,4723.92,0.02844413912720611,0.9715558608727939,True,134.3678377057915,Very Low
36,0,2,1040,1,3,2,1,1,1664,4,1,79,4,2,0,1,0,6842,26308,6,0,0,20,4,1,80,1,13,3,3,5,4,0,4,4,1.1,7526.200000000001,0.05495967202122359,0.9450403279787765,True,413.637483566133,Very Low
54,0,2,584,1,22,5,3,1,1665,2,0,91,3,4,3,3,1,17426,18685,3,0,0,25,4,3,80,1,36,6,3,10,8,4,7,4,1.1,19168.600000000002,0.055909271767715006,0.944090728232285,True,1071.702466806622,Very Low
43,0,2,1291,1,15,2,1,1,1666,3,1,65,2,4,5,3,1,17603,3525,1,0,0,24,4,1,80,1,14,3,3,14,10,6,11,4,1.1,19363.300000000003,0.05750955973930324,0.9424904402606967,True,1113.5748581000505,Very Low
35,1,1,880,2,12,4,4,1,1667,4,1,36,3,2,7,4,2,4581,10414,3,0,1,24,4,1,80,0,13,2,4,11,9,6,7,4,1.1,5039.1,0.6246828389402275,0.37531716105977253,False,3147.8392937037006,High
38,0,1,1189,1,1,3,1,1,1668,4,1,90,3,2,6,4,1,4735,9867,7,0,0,15,3,4,80,2,19,4,4,13,11,2,9,3,1.08,5113.8,0.02458959069162046,0.9754104093083795,True,125.74624887880871,Very Low
29,0,2,991,2,5,3,3,1,1669,1,1,43,2,2,7,2,0,4187,3356,1,0,1,13,3,2,80,1,10,3,2,10,0,0,9,3,1.08,4521.96,0.15100566097123194,0.8489943390287681,True,682.841558685472,Very Low
33,0,2,392,2,2,4,3,1,1670,4,1,93,3,2,7,4,0,5505,3921,1,0,0,14,3,3,80,2,6,5,3,6,2,0,4,3,1.08,5945.400000000001,0.01783008093407269,0.9821699190659273,True,106.00696318543578,Very Low
32,0,2,977,1,2,3,3,1,1671,4,1,45,3,2,6,2,0,5470,25518,0,0,0,13,3,3,80,2,10,4,2,9,5,1,6,3,1.08,5907.6,0.006391170995829454,0.9936088290041706,True,37.75648177496209,Very Low
31,0,2,1112,2,5,4,1,1,1673,1,0,67,3,2,7,4,1,5476,22589,1,0,0,11,3,1,80,2,10,2,3,10,0,0,2,3,1.08,5914.080000000001,0.0866405866831781,0.9133594133168219,True,512.39936089125,Very Low
49,0,2,464,1,16,3,3,1,1674,4,0,74,3,1,2,1,0,2587,24941,4,0,1,16,3,2,80,1,17,2,2,2,2,2,2,3,1.08,2793.96,0.27903714867638474,0.7209628513236153,True,779.6186319158719,Low
38,0,1,148,1,2,3,3,1,1675,4,0,42,2,1,2,2,2,2440,23826,1,0,0,22,4,2,80,0,4,3,3,4,3,3,3,4,1.1,2684.0,0.11055827635563859,0.8894417236443615,True,296.73841373853395,Very Low
47,0,2,1225,2,2,4,1,1,1676,2,0,47,4,4,3,2,0,15972,21086,6,0,0,14,3,3,80,3,29,2,3,3,2,1,2,3,1.08,17249.760000000002,0.08389807251793473,0.9161019274820653,True,1447.2216153969698,Very Low
49,0,2,809,1,1,3,1,1,1677,3,1,36,3,4,3,3,2,15379,22384,4,0,0,14,3,1,80,0,23,2,3,8,7,0,0,3,1.08,16609.32,0.015180279937777296,0.9848197200622227,True,252.1341271761232,Very Low
41,0,2,1206,2,23,2,1,1,1678,4,1,80,3,3,7,3,2,7082,11591,3,0,1,16,3,4,80,0,21,2,3,2,0,0,2,3,1.08,7648.56,0.39220774638603256,0.6077922536139675,True,2999.8244806983535,Low
20,0,2,727,2,9,1,1,1,1680,4,1,54,3,1,8,1,2,2728,21082,1,0,0,11,3,1,80,0,2,3,3,2,2,0,2,3,1.08,2946.2400000000002,0.16335632076530135,0.8366436792346986,True,481.2869264915615,Very Low
